"1AXC61308YY    ","UD ALYX 1/0 35 KVC 01Y PEIN   ","UD 1/0ALY,345TRXLP,16#14,LLDPE","F11",35.000     ,1     ,"TRX",53.00    ,"1/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","S04","AL ","PRS",1.361    ,3.000    ,38.20      ,"CAN","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC6130812Y   ","UD ALYX 1/0 35 KVC 012  PEIN  ","UD 1/0ALY,345TRXLP,12#16,LLDPE","F11",35.000     ,1     ,"TRX",53.00    ,"1/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","S67","AL ","PRS",1.204    ,2.654    ,36.30      ,"CAN","   ","YRN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC6130812YY  ","UD ALYX 1/0 35 KVC 012Y PEIN  ","UD 1/0ALY,345TRXLP,12#16,LLDPE","F11",35.000     ,1     ,"TRX",53.00    ,"1/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","S67","AL ","PRS",1.236    ,2.725    ,37.30      ,"CAN","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC6130823    ","UD ALX 1/0 35 KVC 023 PEIN    ","UD 1/0AL, 345TRXLP,17#16,LLDPE","F11",35.000     ,1     ,"TRX",53.00    ,"1/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","S68","AL ","PRS",1.256    ,2.769    ,36.33      ,"CAN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC613083     ","UD ALX 1/0 35 KVC 03 PEIN     ","UD 1/0AL, 345TRXLP, 9#16,LLDPE","F11",35.000     ,1     ,"TRX",53.00    ,"1/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","S58","AL ","PRS",1.169    ,2.577    ,36.30      ,"CAN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC613083_Y   ","UD ALX 1/0 35KVC 03Y(9*16)PEIN","UD 1/0AL,345TRXLPE,9#16Y,LLDPE","F11",35.000     ,1     ,"TRX",53.00    ,"1/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","S58","AL ","PRS",1.138    ,2.509    ,37.50      ,"CAN","   ","   ","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC613083DYY  ","UD ALCYX 1/0 35KVC 03Y PEIN   ","UD 1/0 ALY,345TRX,11#16,LLDPE ","F11",35.000     ,1     ,"TRX",35.00    ,"35        ","I08","SH4","T03","CAN","LDP","AWG","S77","AL ","PCT",1.163    ,2.564    ,36.60      ,"CAN","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA4"
"1AXC613083YY   ","UD ALYX 1/0 35 KVC 03Y PEIN   ","UD 1/0ALY,345TRXLP,9#16Y,LLDPE","F11",35.000     ,1     ,"TRX",53.00    ,"1/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","S58","AL ","PRS",1.142    ,2.518    ,37.50      ,"CAN","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC613086YY   ","UD ALYX 1/0 35 KVC 06Y PEIN   ","UD 1/0ALY,345TRXLP, 5#16,LLDPE","F11",35.000     ,1     ,"TRX",53.00    ,"1/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","S88","AL ","PRS",1.175    ,2.590    ,37.78      ,"CAN","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC613103     ","UD ALX 2/0 35 KVC 03 PEIN     ","UD 2/0AL, 345TRXLP,11#16,LLDPE","F11",35.000     ,1     ,"TRX",67.00    ,"2/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","S77","AL ","PRS",1.286    ,2.835    ,37.70      ,"CAN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC6131223YY  ","UD ALYX 3/0 35 KVC 023Y PEIN  ","UD 3/0ALY,345TRXL,17#14Y,LLDPE","F11",35.000     ,1     ,"TRX",85.00    ,"3/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","S52","AL ","PRS",1.706    ,3.761    ,41.70      ,"CAN","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC613123     ","UD ALX 3/0 35 KVC 03 PEIN     ","UD 3/0AL, 345TRXLP,14#16,LLDPE","F11",35.000     ,1     ,"TRX",85.00    ,"3/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","S74","AL ","PRS",1.404    ,3.095    ,38.70      ,"CAN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC613123Y    ","UD ALYX 3/0 35 KVC 03 PEIN    ","UD 3/0,AL,345TRXLP,14#16,LLDPE","F11",35.000     ,1     ,"TRX",85.00    ,"3/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","S74","AL ","PRS",1.414    ,3.117    ,38.70      ,"CAN","   ","YRN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA9"
"1AXC613123YY   ","UD ALYX 3/0 35 KVC 03Y PEIN   ","UD 3/0,AL,345TRXLP,14#16,LLDPE","F11",35.000     ,1     ,"TRX",85.00    ,"3/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","S74","AL ","PRS",1.381    ,3.045    ,39.90      ,"CAN","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC613126YY   ","UD ALYX 3/0 35 KVC 06Y PEIN   ","UD 3/0,AL,345TRXLP, 7#16,LLDPE","F11",35.000     ,1     ,"TRX",85.00    ,"3/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","   ","AL ","PRS",1.383    ,3.049    ,40.08      ,"CAN","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC613142_Y   ","UD ALX 4/0 35KVC 02Y(16*14)PEI","UD4/0AL,345TRXLPE,16#14Y,LLDPE","F11",35.000     ,1     ,"TRX",107.00   ,"4/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","S04","AL ","   ",1.666    ,3.673    ,41.60      ,"CAN","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA9"
"1AXC6131423_Y  ","UD ALX 4/0 35KVC 023Y(21*14)PE","UD 4/0AL,345TRXL,21#14Y,LLDPE ","F11",35.000     ,1     ,"TRX",107.00   ,"4/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","S15","AL ","PRS",1.765    ,3.891    ,42.20      ,"CAN","   ","   ","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC6131423YY  ","UD ALYX 4/0 35 KVC 023Y PEIN  ","UD 4/0ALY,345TRXL,21#14Y,LLDPE","F11",35.000     ,1     ,"TRX",107.00   ,"4/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","S15","AL ","PRS",1.771    ,3.904    ,42.20      ,"CAN","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC613143     ","UD ALX 4/0 35 KVC 03 PEIN     ","UD 4/0AL, 345TRXLP,17#16,LLDPE","F11",35.000     ,1     ,"TRX",107.00   ,"4/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","S68","AL ","PRS",1.573    ,3.468    ,40.40      ,"CAN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC613143_Y   ","UD ALX 4/0 35KVC 03Y(17*16)PEI","UD4/0AL,345TRXLPE,17#16Y,LLDPE","F11",35.000     ,1     ,"TRX",107.00   ,"4/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","S68","AL ","   ",1.545    ,3.406    ,41.60      ,"CAN","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA9"
"1AXC613143Y    ","UD ALYX 4/0 35 KVC 03 PEIN    ","UD 4/0ALY,345TRXLP,17#16,LLDPE","F11",35.000     ,1     ,"TRX",107.00   ,"4/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","S68","AL ","PRS",1.585    ,3.494    ,40.40      ,"CAN","   ","YRN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC613143YY   ","UD ALYX 4/0 35 KVC 03Y PEIN   ","UD4/0ALY,345TRXLP,17#16Y,LLDPE","F11",35.000     ,1     ,"TRX",107.00   ,"4/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","S68","AL ","PRS",1.631    ,3.596    ,41.60      ,"CAN","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA9"
"1AXC6131434Y   ","UD ALYX 4/0 35 KVC 034 PEIN   ","UD 4/0ALY,345TRXLP,24#14,LLDPE","F11",35.000     ,1     ,"TRX",107.00   ,"4/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","S70","AL ","PRS",1.846    ,4.070    ,41.00      ,"CAN","   ","YRN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC613146YY   ","UD ALYX 4/0 35 KVC 06Y PEIN   ","UD4/0ALY,345TRXLP, 9#16Y,LLDPE","F11",35.000     ,1     ,"TRX",107.00   ,"4/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","S58","AL ","PRS",1.545    ,3.406    ,41.78      ,"CAN","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC613163     ","UD ALX 250 35 KVC 03 PEIN     ","UD 250AL, 345TRXLP,21#16,LLDPE","F11",35.000     ,1     ,"TRX",127.00   ,"250 MCM   ","I08","SH4","T03","CAN","LDP","AWG","SB6","AL ","PRS",1.714    ,3.779    ,41.60      ,"CAN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC613163_Y   ","UD ALX 250 35KVC 03Y(21*16)PEI","UD 250AL,345TRXLPE,21#16,LLDPE","F11",35.000     ,1     ,"TRX",127.00   ,"250 MCM   ","I08","SH4","T03","CAN","LDP","AWG","SB6","AL ","PRS",1.686    ,3.717    ,42.80      ,"CAN","   ","   ","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC613163YY   ","UD ALYX 250 35KVC 03Y(21*16)PE","UD 250AL, 345TRXLP,21#16,LLDPE","F11",35.000     ,1     ,"TRX",127.00   ,"250 MCM   ","I08","SH4","T03","CAN","LDP","AWG","SB6","AL ","PRS",1.697    ,3.741    ,42.80      ,"CAN","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC6131816    ","UD ALX 350 35 KVC 016 PEIN    ","UD 350AL, 345TRXLP,14#16,LLDPE","F11",35.000     ,1     ,"TRX",177.00   ,"350 MCM   ","I08","SH4","T03","CAN","LDP","AWG","S74","AL ","PRS",1.972    ,4.348    ,45.50      ,"CAN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC6131816YY  ","UD ALYX350 35KVC 016Y(14X16)PE","UD 350ALY,345TRXLP,14#16Y,LLDP","F11",35.000     ,1     ,"TRX",177.00   ,"350 MCM   ","I08","SH4","T03","CAN","LDP","AWG","S74","AL ","PRS",1.909    ,4.209    ,45.68      ,"CAN","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC613182_Y   ","UD ALX 350 35KVC 02Y(17*12)PE ","UD 350AL,345TRXL,17#12Y,LLDPE ","F11",35.000     ,1     ,"TRX",177.00   ,"350 MCM   ","I08","SH4","T03","CAN","LDP","AWG","   ","AL ","PRS",2.344    ,5.168    ,48.30      ,"CAN","   ","   ","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC6131823_Y  ","UD ALX 350 35KVC 023Y(22*12)PE","UD 350AL,345TRXL,22#12Y,LLDPE ","F11",35.000     ,1     ,"TRX",177.00   ,"350 MCM   ","I08","SH4","T03","CAN","LDP","AWG","S76","AL ","PRS",2.488    ,5.485    ,48.30      ,"CAN","   ","   ","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC613183     ","UD ALX 350 35 KVC 03 PEIN     ","UD 350AL, 345TRXLP,27#16,LLDPE","F11",35.000     ,1     ,"TRX",177.00   ,"350 MCM   ","I08","SH4","T03","CAN","LDP","AWG","SA3","AL ","PRS",2.116    ,4.665    ,45.60      ,"CAN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC613183Y    ","UD ALYX 350 35 KVC 03 PEIN    ","UD 350ALY,345TRXLP,27#16,LLDPE","F11",35.000     ,1     ,"TRX",177.00   ,"350 MCM   ","I08","SH4","T03","CAN","LDP","AWG","SA3","AL ","PRS",2.126    ,4.687    ,45.60      ,"CAN","   ","P&Y","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC613183YY   ","UD ALYX 350 35 KVC 03Y PEIN   ","UD350ALY,345TRXLP,27#16Y,LLDPE","F11",35.000     ,1     ,"TRX",177.00   ,"350 MCM   ","I08","SH4","T03","CAN","LDP","AWG","SA3","AL ","PRS",2.179    ,4.804    ,46.80      ,"CAN","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC61320      ","UD ALX 500 35 KVC 03 PEIN     ","UD 500AL, 345TRXLP,25#14,LLDPE","F11",35.000     ,1     ,"TRX",253.00   ,"500 MCM   ","I08","SH4","T03","CAN","LDP","AWG","S49","AL ","PRS",2.660    ,5.864    ,50.34      ,"CAN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC61320_Y    ","UD ALX 500 35KVC 03Y(25*14)PEI","UD 500AL,345TRXLPE,25#14Y,LLDP","F11",35.000     ,1     ,"TRX",253.00   ,"500 MCM   ","I08","SH4","T03","CAN","LDP","AWG","S49","AL ","PRS",2.602    ,5.736    ,50.70      ,"CAN","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC61320Y     ","UD ALYX 500 35 KVC 03 PEIN    ","UD 500ALY,345TRXLP,25#14,LLDPE","F11",35.000     ,1     ,"TRX",253.00   ,"500 MCM   ","I08","SH4","T03","CAN","LDP","AWG","S49","AL ","PRS",2.670    ,5.886    ,50.30      ,"CAN","   ","YRN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC61320YY    ","UD ALYX 500 35 KVC 03Y PEIN   ","UD 500ALY,345TRXLP,25#14Y,LLDP","F11",35.000     ,1     ,"TRX",253.00   ,"500 MCM   ","I08","SH4","T03","CAN","LDP","AWG","S49","AL ","PRS",2.617    ,5.769    ,50.70      ,"CAN","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC6132014YY  ","UD ALYX 500 35 KVC 04Y PEIN   ","UD500ALY,345TRXLP,27#16Y,LLDPE","F11",35.000     ,1     ,"TRX",253.00   ,"500 MCM   ","I08","SH4","T03","CAN","LDP","AWG","SA3","AL ","PRS",2.528    ,5.573    ,50.70      ,"CAN","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC6132016    ","UD ALX 500 35 KVC 06  PEIN    ","UD 500AL,345TRXLP,20#16,LLDPE ","F11",35.000     ,1     ,"TRX",253.00   ,"500 MCM   ","I08","SH4","T03","CAN","LDP","AWG","SF1","AL ","PRS",2.392    ,5.273    ,49.60      ,"CAN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA4"
"1AXC6132016_Y  ","UD ALX 500 35KVC 06Y(20*16)PEI","UD500AL,345TRXLPE,20#16Y,LLDPE","F11",35.000     ,1     ,"TRX",253.00   ,"500 MCM   ","I08","SH4","T03","CAN","LDP","AWG","SF1","AL ","PRS",2.336    ,5.150    ,50.10      ,"CAN","   ","   ","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA9"
"1AXC6132016DYY ","UD ALCYX 500 35KVC 06Y PEIN   ","UD 500 ALY,345TRX,20#16,LLDPE ","F11",35.000     ,0     ,"TRX",253.00   ,"500 MCM   ","I08","SH4","T03","CAN","LDP","AWG","S34","AL ","PCT",2.376    ,5.238    ,48.40      ,"CAN","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA4"
"1AXC6132016Y   ","UD ALYX 500 35 KVC 06 PEIN    ","UD 500ALY,345TRXLP,20#16,LLDPE","F11",35.000     ,1     ,"TRX",253.00   ,"500 MCM   ","I08","SH4","T03","CAN","LDP","AWG","SF1","AL ","PRS",2.407    ,5.307    ,48.90      ,"CAN","   ","YRN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC6132016YY  ","UD ALYX 500 35 KVC 06Y PEIN   ","UD500ALY,345TRXLP,20#16Y,LLDPE","F11",35.000     ,1     ,"TRX",253.00   ,"500 MCM   ","I08","SH4","T03","CAN","LDP","AWG","SF1","AL ","PRS",2.351    ,5.183    ,50.10      ,"CAN","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA9"
"1AXC613202_Y   ","UD ALX 500 35KVC 02Y(24*12)PE ","UD 500AL,345TRXL,24#12Y,LLDPE ","F11",35.000     ,1     ,"TRX",253.00   ,"500 MCM   ","I08","SH4","T03","CAN","LDP","AWG","S18","AL ","PRS",2.892    ,6.376    ,51.60      ,"CAN","   ","   ","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC613206DYY  ","UD ALYX 500CPT 35KVC 06Y PEIN ","UD 500AL,345TRXLP,14#14Y,LLDPE","F11",35.000     ,1     ,"TRX",253.00   ,"500 MCM   ","I08","SH4","T03","CAN","LDP","AWG","S13","AL ","PCT",2.423    ,5.342    ,49.54      ,"CAN","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC61322      ","UD ALX 750 35 KVC 03 PEIN     ","UD 750AL, 345TRXLP,24#12,LLDPE","F11",35.000     ,1     ,"TRX",380.00   ,"750 MCM   ","I08","SH4","T03","CAN","LDP","AWG","S18","AL ","PRS",3.582    ,7.897    ,55.90      ,"CAN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC61322YY    ","UD ALYX 750 35 KVC 03Y PEIN   ","UD 750ALY,345TRXLP,24#12,LLDPE","F11",35.000     ,1     ,"TRX",380.00   ,"750 MCM   ","I08","SH4","T03","CAN","LDP","AWG","S18","AL ","PRS",3.549    ,7.824    ,57.10      ,"CAN","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC6132216    ","UD ALX 750 35 KVC 06 PEIN     ","UD 750AL, 345TRXLP,19#14,LLDPE","F11",35.000     ,1     ,"TRX",380.00   ,"750 MCM   ","I08","SH4","T03","CAN","LDP","AWG","S78","AL ","PRS",3.183    ,7.017    ,55.00      ,"CAN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC6132216DYY ","UD ALCYX 750 35KVC 06Y PEIN   ","UD 750 ALY,345TRX,19#14,LLDPE ","F11",35.000     ,0     ,"TRX",380.00   ,"750 MCM   ","I08","SH4","T03","CAN","LDP","AWG","S78","AL ","PCT",3.204    ,7.064    ,54.70      ,"CAN","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA4"
"1AXC6132216Y   ","UD ALYX 750 35 KVC 06 PEIN    ","UD 750ALY,345TRXLP,19#14,LLDPE","F11",35.000     ,1     ,"TRX",380.00   ,"750 MCM   ","I08","SH4","T03","CAN","LDP","AWG","S78","AL ","PRS",3.212    ,7.081    ,55.00      ,"CAN","   ","YRN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC6132216YY  ","UD ALYX 750 35 KVC 06Y PEIN   ","UD750ALY,345TRXLP,19#14Y,LLDPE","F11",35.000     ,1     ,"TRX",380.00   ,"750 MCM   ","I08","SH4","T03","CAN","LDP","AWG","S78","AL ","PRS",3.266    ,7.200    ,56.20      ,"CAN","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC613226DYY  ","UD ALYX 750CPT 35KVC 06Y PEIN ","UD 750AL,345TRXLP,19#14Y,LLDPE","F11",35.000     ,1     ,"TRX",380.00   ,"750 MCM   ","I08","SH4","T03","CAN","LDP","AWG","S78","AL ","PCT",3.181    ,7.013    ,55.34      ,"CAN","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC61324      ","UD ALX 1000 35 KVC 03 PEIN    ","UD 1000AL,345TRXLP,31#12,LLDPE","F11",35.000     ,1     ,"TRX",507.00   ,"1000 MCM  ","I08","SH4","T03","CAN","LDP","AWG","S96","AL ","PRS",4.319    ,9.522    ,59.90      ,"CAN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC61324YY    ","UD ALYX 1000 35 KVC 03Y PEIN  ","UD 1000AL,345,TRXL,31#12,LLDPE","F11",35.000     ,1     ,"TRX",507.00   ,"1000 MCM  ","I08","SH4","T03","CAN","LDP","AWG","S96","AL ","PRS",4.281    ,9.438    ,61.80      ,"CAN","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC61324112   ","UD ALX 1000 35 KVC 012 PEIN   ","UD 1000AL,345TRXLP,20#16,LLDPE","F11",35.000     ,1     ,"TRX",507.00   ,"1000 MCM  ","I08","SH4","T01","CAN","LDP","AWG","SF1","AL ","PRS",3.556    ,7.840    ,58.30      ,"CAN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC6132416    ","UD ALX 1000 35 KVC 06 PEIN    ","UD 1000AL,345TRXLP,25#14,LLDPE","F11",35.000     ,1     ,"TRX",507.00   ,"1000 MCM  ","I08","SH4","T01","CAN","LDP","AWG","S49","AL ","PRS",3.827    ,8.437    ,59.00      ,"CAN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC6132416DYY ","UD ALCYX 1000 35KVC 016Y PEIN ","UD 1000 ALY,345TRX,25#14,LLDPE","F11",35.000     ,0     ,"TRX",507.00   ,"1000 MCM  ","I08","SH4","T03","CAN","LDP","AWG","S49","AL ","PCT",3.884    ,8.563    ,58.70      ,"CAN","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA4"
"1AXC6132416Y   ","UD ALYX 1000 35 KVC 016 PEIN  ","UD1000ALY,345TRXLP,25#14,LLDPE","F11",35.000     ,1     ,"TRX",507.00   ,"1000 MCM  ","I08","SH4","T01","CAN","LDP","AWG","S49","AL ","PRS",3.831    ,8.446    ,59.00      ,"CAN","   ","YRN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC6132416YY  ","UD ALYX 1000 35KVC 06Y PEIN   ","UD1000ALY,345TRXLP,25#14Y,LLDP","F11",35.000     ,1     ,"TRX",507.00   ,"1000 MCM  ","I08","SH4","T01","CAN","LDP","AWG","S49","AL ","PRS",3.900    ,8.598    ,60.20      ,"CAN","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA9"
"1AXC6132418YY  ","UD ALYX 1000 35 KVC 08Y PEIN  ","UD1000ALY,345TRXL,27#16Y,LLDPE","F11",35.000     ,1     ,"TRX",507.00   ,"1000 MCM  ","I08","SH4","T03","CAN","LDP","AWG","SA3","AL ","PRS",3.688    ,8.131    ,59.40      ,"CAN","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC613246DYY  ","UD ALYX1000CPT 35KVC 06Y PEIN ","UD1000ALY,345TRXLP,25#14Y,LDPE","F11",35.000     ,1     ,"TRX",380.00   ,"750 MCM   ","I08","SH4","T03","CAN","LDP","AWG","S49","AL ","PCT",3.861    ,8.512    ,59.49      ,"CAN","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
