"F1CX18502      ","MV90 CUX 2/0  8KV 100 CTS PVC ","MV90 2/0CU, 115XLPE, CTS,  PVC","F04",8.000      ,1     ,"XLP",67.00    ,"2/0 AWG   ","I02","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",.352     ,.776     ,.96        ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","023","YES","NA8"
"F1CX18504      ","MV90 CUX 3/0  8KV 100 CTS PVC ","MV90 3/0CU, 115XLPE, CTS,  PVC","F04",8.000      ,1     ,"XLP",85.00    ,"3/0 AWG   ","I02","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",.403     ,.888     ,1.02       ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","023","YES","NA8"
"F1CX18506      ","MV90 CUX 4/0  8KV 100 CTS PVC ","MV90 4/0CU, 115XLPE, CTS,  PVC","F04",8.000      ,1     ,"XLP",107.00   ,"4/0 AWG   ","I02","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",.472     ,1.041    ,1.07       ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","023","YES","NA8"
"F1CX18508      ","MV90 CUX 250  8KV 100 CTS PVC ","MV90 250CU, 115XLPE, CTS,  PVC","F04",8.000      ,1     ,"XLP",127.00   ,"250 MCM   ","I02","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",.537     ,1.184    ,1.13       ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","023","YES","NA8"
"F1CX18510      ","MV90 CUX 350  8KV 100 CTS PVC ","MV90 350CU, 115XLPE, CTS,  PVC","F04",8.000      ,1     ,"XLP",177.00   ,"350 MCM   ","I02","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",.721     ,1.590    ,1.24       ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","023","YES","NA8"
"F1CX18512      ","MV90 CUX 500  8KV 100 CTS PVC ","MV90 500CU, 115XLPE, CTS,  PVC","F04",8.000      ,1     ,"XLP",253.00   ,"500 MCM   ","I02","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",.975     ,2.150    ,1.37       ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","023","YES","NA8"
"F1CX18514      ","MV90 CUX 750  8KV 100 CTS PVC ","MV90 750CU, 115XLPE, CTS,  PVC","F04",8.000      ,1     ,"XLP",380.00   ,"750 MCM   ","I02","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",1.310    ,2.888    ,1.55       ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","023","YES","NA8"
"F1CX18516      ","MV90 CUX 1000 8KV 100 CTS PVC ","MV90 1000CU,115XLPE, CTS,  PVC","F04",8.000      ,1     ,"XLP",507.00   ,"1000 MCM  ","I02","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",1.796    ,3.960    ,1.77       ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","023","YES","NA8"
"F1CX18538      ","MV90 CUX AWG2  8KV 100 CWS PVC","MV90 #2 CU, 115XLPE, CWS,  PVC","F04",8.000      ,1     ,"XLP",33.00    ,"2 AWG     ","I02","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",.215     ,.474     ,.87        ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","018","YES","NA8"
"F1CX18542      ","MV90 CUX 2/0  8KV 100 CWS PVC ","MV90 2/0CU, 115XLPE, CWS,  PVC","F04",8.000      ,1     ,"XLP",67.00    ,"2/0 AWG   ","I02","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",.334     ,.736     ,1.00       ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","018","YES","NA8"
"F1CX18544      ","MV90 CUX 3/0  8KV 100 CWS PVC ","MV90 3/0CU, 115XLPE, CWS,  PVC","F04",8.000      ,1     ,"XLP",85.00    ,"3/0 AWG   ","I02","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",.385     ,.849     ,1.05       ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","018","YES","NA8"
"F1CX18546      ","MV90 CUX 4/0 8KV 100 CWS PVC  ","MV90 4/0CU, 115XLPE, CWS,  PVC","F04",8.000      ,1     ,"XLP",127.00   ,"250 MCM   ","I02","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",.457     ,1.008    ,1.10       ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","018","YES","NA8"
"F1CX18548      ","MV90 CUX 250  8KV 100 CWS PVC ","MV90 250 CU, 115 XLP,CWS,PVC  ","F04",8.000      ,1     ,"XLP",127.00   ,"250 MCM   ","I02","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",.498     ,1.098    ,.00        ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","018","YES","NA8"
"F1CX18550      ","MV90 CUX 350  8KV 100 CWS PVC ","MV90 350CU, 115XLPE, CWS,  PVC","F04",8.000      ,1     ,"XLP",177.00   ,"350 MCM   ","I02","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",.685     ,1.510    ,1.28       ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","018","YES","NA8"
"F1CX18552      ","MV90 CUX 500  8KV 100 CWS PVC ","MV90 500CU, 115XLPE, CWS,  PVC","F04",8.000      ,1     ,"XLP",253.00   ,"500 MCM   ","I02","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",.946     ,2.086    ,1.41       ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","018","YES","NA8"
"F1CX18554      ","MV90 CUX 750  8KV 100 CWS PVC ","MV90 750CU, 115XLPE, CWS,  PVC","F04",8.000      ,1     ,"XLP",380.00   ,"750 MCM   ","I02","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",1.276    ,2.813    ,1.60       ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","018","YES","NA8"
"F1CX2003       ","MV90 CUX 2 15KV 100 CTS PVC   ","MV90 #2 CU, 175XLPE, CTS,  PVC","F04",15.000     ,1     ,"XLP",33.00    ,"2 AWG     ","I03","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",.259     ,.571     ,1.10       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","006","YES","NA8"
"F1CX2005       ","MV90 CUX 1/0 15KV 100 CTS PVC ","MV90 1/0CU, 175XLPE, CTS,  PVC","F04",15.000     ,1     ,"XLP",53.00    ,"1/0 AWG   ","I03","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",.331     ,.730     ,1.02       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","006","YES","NA8"
"F1CX2007       ","MV90 CUX 2/0 15KV 100 CTS PVC ","MV90 2/0CU, 175XLPE, CTS,  PVC","F04",15.000     ,1     ,"XLP",67.00    ,"2/0 AWG   ","I03","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",.378     ,.833     ,1.07       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","006","YES","NA8"
"F1CX2009       ","MV90 CUX 3/0 15KV 100 CTS PVC ","MV90 3/0CU, 175XLPE, CTS,  PVC","F04",15.000     ,1     ,"XLP",85.00    ,"3/0 AWG   ","I03","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",.438     ,.966     ,1.12       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","006","YES","NA8"
"F1CX2011       ","MV90 CUX 4/0 15KV 100 CTS PVC ","MV90 4/0CU, 175XLPE, CTS,  PVC","F04",15.000     ,1     ,"XLP",107.00   ,"4/0 AWG   ","I03","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",.510     ,1.124    ,1.18       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","006","YES","NA8"
"F1CX2013       ","MV90 CUX 250 15KV 100 CTS PVC ","MV90 250CU, 175XLPE, CTS,  PVC","F04",15.000     ,1     ,"XLP",127.00   ,"250 MCM   ","I03","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",.578     ,1.274    ,1.24       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","006","YES","NA8"
"F1CX2015       ","MV90 CUX 350 15KV 100 CTS PVC ","MV90 350CU, 175XLPE, CTS,  PVC","F04",15.000     ,1     ,"XLP",177.00   ,"350 MCM   ","I03","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",.737     ,1.625    ,1.36       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","006","YES","NA8"
"F1CX2017       ","MV90 CUX 500 15KV 100 CTS PVC ","MV90 500CU, 175XLPE, CTS,  PVC","F04",15.000     ,1     ,"XLP",253.00   ,"500 MCM   ","I03","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",1.012    ,2.231    ,1.49       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","006","YES","NA8"
"F1CX2018       ","MV90 CUX 750 15KV 100 CTS PVC ","MV90 750CU, 175XLPE, CTS,  PVC","F04",15.000     ,1     ,"XLP",380.00   ,"750 MCM   ","I03","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",1.359    ,2.996    ,1.69       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","006","YES","NA8"
"F1CX2019       ","MV90 CUX 1000 15KV 100 CTS PVC","MV90 1000CU,175XLPE, CTS,  PVC","F04",15.000     ,1     ,"XLP",507.00   ,"1000 MCM  ","I03","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",113.894  ,251.093  ,1.90       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","006","YES","NA8"
"F1CX2020       ","MV90 CUX 2   15KV 133 CTS PVC ","MV90 #2 CU, 220XLPE, CTS,  PVC","F04",15.000     ,1     ,"XLP",33.00    ,"2 AWG     ","I04","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",.296     ,.653     ,1.08       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","007","YES","NA8"
"F1CX2022       ","MV90 CUX 1/0 15KV 133 CTS PVC ","MV90 1/0CU, 220XLPE, CTS,  PVC","F04",15.000     ,1     ,"XLP",53.00    ,"1/0 AWG   ","I04","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",.367     ,.809     ,1.11       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","007","YES","NA8"
"F1CX2024       ","MV90 CUX 2/0 15KV 133 CTS PVC ","MV90 2/0CU, 220XLPE, CTS,  PVC","F04",15.000     ,1     ,"XLP",67.00    ,"2/0 AWG   ","I04","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",.429     ,.946     ,1.16       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","007","YES","NA8"
"F1CX2026       ","MV90 CUX 3/0 15KV 133 CTS PVC ","MV90 3/0CU, 220XLPE, CTS,  PVC","F04",15.000     ,1     ,"XLP",85.00    ,"3/0 AWG   ","I04","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",.481     ,1.060    ,1.19       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","007","YES","NA8"
"F1CX2028       ","MV90 CUX 4/0 15KV 133 CTS PVC ","MV90 4/0CU, 220XLPE, CTS,  PVC","F04",15.000     ,1     ,"XLP",107.00   ,"4/0 AWG   ","I04","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",.560     ,1.235    ,1.26       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","007","YES","NA8"
"F1CX2030       ","MV90 CUX 250 15KV 133 CTS PVC ","MV90 250CU, 220XLPE, CTS,  PVC","F04",15.000     ,1     ,"XLP",127.00   ,"250 MCM   ","I04","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",.616     ,1.358    ,1.35       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","007","YES","NA8"
"F1CX2032       ","MV90 CUX 350 15KV 133 CTS PVC ","MV90 350CU, 220XLPE, CTS,  PVC","F04",15.000     ,1     ,"XLP",177.00   ,"350 MCM   ","I04","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",.812     ,1.790    ,1.43       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","007","YES","NA8"
"F1CX2034       ","MV90 CUX 500 15KV 133 CTS PVC ","MV90 500CU, 220XLPE, CTS,  PVC","F04",15.000     ,1     ,"XLP",253.00   ,"500 MCM   ","I04","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",1.073    ,2.366    ,1.55       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","007","YES","NA8"
"F1CX2036       ","MV90 CUX 750 15KV 133 CTS PVC ","MV90 750CU, 220XLPE, CTS,  PVC","F04",15.000     ,1     ,"XLP",380.00   ,"750 MCM   ","I04","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",1.451    ,3.199    ,1.79       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","007","YES","NA8"
"F1CX2038       ","MV90 CUX 1000 15KV 133 CTS PVC","MV90 1000CU,220XLPE, CTS,  PVC","F04",15.000     ,1     ,"XLP",507.00   ,"1000 MCM  ","I04","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",1.903    ,4.195    ,1.98       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","007","YES","NA8"
"F1CX2040       ","MV90 CUX 2 15KV 100 CWS PVC   ","MV90 #2 CU, 175XLPE, CWS,  PVC","F04",15.000     ,1     ,"XLP",33.00    ,"2 AWG     ","I03","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",.244     ,.538     ,.96        ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","009","YES","NA8"
"F1CX2042       ","MV90 CUX 1/0 15KV 100 CWS PVC ","MV90 1/0CU, 175XLPE, CWS,  PVC","F04",15.000     ,1     ,"XLP",53.00    ,"1/0 AWG   ","I03","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",.311     ,.686     ,1.06       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","009","YES","NA8"
"F1CX2044       ","MV90 CUX 2/0 15KV 100 CWS PVC ","MV90 2/0CU, 175XLPE, CWS,  PVC","F04",15.000     ,1     ,"XLP",67.00    ,"2/0 AWG   ","I03","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",.366     ,.807     ,1.10       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","009","YES","NA8"
"F1CX2046       ","MV90 CUX 3/0 15KV 100 CWS PVC ","MV90 3/0CU, 175XLPE, CWS,  PVC","F04",15.000     ,1     ,"XLP",85.00    ,"3/0 AWG   ","I03","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",.415     ,.915     ,1.14       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","009","YES","NA8"
"F1CX2048       ","MV90 CUX 4/0 15KV 100 CWS PVC ","MV90 4/0CU, 175XLPE, CWS,  PVC","F04",15.000     ,1     ,"XLP",107.00   ,"4/0 AWG   ","I03","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",.486     ,1.071    ,1.22       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","009","YES","NA8"
"F1CX2050       ","MV90 CUX 250 15KV 100 CWS PVC ","MV90 250CU, 175XLPE, CWS,  PVC","F04",15.000     ,1     ,"XLP",127.00   ,"250 MCM   ","I03","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",.554     ,1.221    ,1.26       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","009","YES","NA8"
"F1CX2052       ","MV90 CUX 350 15KV 100 CWS PVC ","MV90 350CU, 175XLPE, CWS,  PVC","F04",15.000     ,1     ,"XLP",177.00   ,"350 MCM   ","I03","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",.730     ,1.609    ,1.38       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","009","YES","NA8"
"F1CX2054       ","MV90 CUX 500 15KV 100 CWS PVC ","MV90 500CU, 175XLPE, CWS,  PVC","F04",15.000     ,1     ,"XLP",253.00   ,"500 MCM   ","I03","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",.993     ,2.189    ,1.50       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","009","YES","NA8"
"F1CX2056       ","MV90 CUX 750 15KV 100 CWS PVC ","MV90 750CU, 175XLPE, CWS,  PVC","F04",15.000     ,1     ,"XLP",380.00   ,"750 MCM   ","I03","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",1.365    ,3.009    ,1.74       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","009","YES","NA8"
"F1CX2058       ","MV90 CUX 1000 15KV 100 CWS PVC","MV90 1000CU,175XLPE, CWS,  PVC","F04",15.000     ,1     ,"XLP",507.00   ,"1000 MCM  ","I03","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",113.851  ,250.998  ,1.89       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","009","YES","NA8"
"F1CX2060       ","MV90 CUX 2 15KV 133 CWS PVC   ","MV90 #2 CU, 220XLPE, CWS,  PVC","F04",15.000     ,1     ,"XLP",33.00    ,"2 AWG     ","I04","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",.269     ,.593     ,1.06       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","008","YES","NA8"
"F1CX2062       ","MV90 CUX 1/0 15KV 133 CWS PVC ","MV90 1/0CU, 220XLPE, CWS,  PVC","F04",15.000     ,1     ,"XLP",53.00    ,"1/0 AWG   ","I04","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",.348     ,.767     ,1.14       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","008","YES","NA8"
"F1CX2064       ","MV90 CUX 2/0 15KV 133 CWS PVC ","MV90 2/0CU, 220XLPE, CWS,  PVC","F04",15.000     ,1     ,"XLP",67.00    ,"2/0 AWG   ","I04","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",.398     ,.877     ,1.18       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","008","YES","NA8"
"F1CX2068       ","MV90 CUX 3/0 15KV 133 CWS PVC ","MV90 3/0CU, 220XLPE, CWS,  PVC","F04",15.000     ,1     ,"XLP",85.00    ,"3/0 AWG   ","I04","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",.448     ,.988     ,1.22       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","008","YES","NA8"
"F1CX2070       ","MV90 CUX 4/0 15KV 133 CWS PVC ","MV90 4/0CU, 220XLPE, CWS,  PVC","F04",15.000     ,1     ,"XLP",107.00   ,"4/0 AWG   ","I04","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",.535     ,1.179    ,1.31       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","008","YES","NA8"
"F1CX2072       ","MV90 CUX 250 15KV 133 CWS PVC ","MV90 250CU, 220XLPE, CWS,  PVC","F04",15.000     ,1     ,"XLP",127.00   ,"250 MCM   ","I04","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",.589     ,1.299    ,1.34       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","008","YES","NA8"
"F1CX2074       ","MV90 CUX 350 15KV 133 CWS PVC ","MV90 350CU, 220XLPE, CWS,  PVC","F04",15.000     ,1     ,"XLP",177.00   ,"350 MCM   ","I04","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",.777     ,1.713    ,1.46       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","008","YES","NA8"
"F1CX2076       ","MV90 CUX 500 15KV 133 CWS PVC ","MV90 500CU, 220XLPE, CWS,  PVC","F04",15.000     ,1     ,"XLP",253.00   ,"500 MCM   ","I04","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",1.024    ,2.258    ,1.59       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","008","YES","NA8"
"F1CX2078       ","MV90 CUX 750 15KV 133 CWS PVC ","MV90 750CU, 220XLPE, CWS,  PVC","F04",15.000     ,1     ,"XLP",380.00   ,"750 MCM   ","I04","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",1.413    ,3.115    ,1.83       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","008","YES","NA8"
"F1CX2080       ","MV90 CUX 1000 15KV 133 CWS PVC","MV90 1000CU,220XLPE, CWS,  PVC","F04",15.000     ,1     ,"XLP",507.00   ,"1000 MCM  ","I04","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",1.898    ,4.184    ,2.01       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","008","YES","NA8"
"F1CX318498     ","MV90 CUX 3*2AWG+GND 8KV 100%  ","MV90 3C/#2 CU+G,115XLP,CTS,PVC","F04",8.000      ,3     ,"XLP",33.00    ,"2 AWG     ","I02","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",.876     ,1.931    ,1.65       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","034","YES","NA8"
"F1CX318499     ","MV90 CUX 3*1AWG+GND 8KV 100%  ","MV90 3C/#1 CU+G,115XLP,CTS,PVC","F04",8.000      ,3     ,"XLP",42.00    ,"1 AWG     ","I02","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",1.054    ,2.324    ,1.64       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","034","YES","NA8"
"F1CX318500     ","MV90 CUX 3*1/0 +GND 8KV 100%  ","MV90 3C/1/0CU+G,115XLP,CTS,PVC","F04",8.000      ,3     ,"XLP",53.00    ,"1/0 AWG   ","I02","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",1.197    ,2.639    ,1.89       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","034","YES","NA8"
"F1CX318502     ","MV90 CUX 3*2/0 +GND 8KV 100%  ","MV90 3C/2/0CU+G,115XLP,CTS,PVC","F04",8.000      ,3     ,"XLP",67.00    ,"2/0 AWG   ","I02","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",1.397    ,3.080    ,1.98       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","034","YES","NA8"
"F1CX318504     ","MV90 CUX 3*3/0 +GND 8KV 100%  ","MV90 3C/3/0CU+G,115XLP,CTS,PVC","F04",8.000      ,3     ,"XLP",85.00    ,"3/0 AWG   ","I02","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",1.632    ,3.598    ,2.12       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","034","YES","NA8"
"F1CX318506     ","MV90 CUX 3*4/0 +GND 8KV 100%  ","MV90 3C/4/0CU+G,115XLP,CTS,PVC","F04",8.000      ,3     ,"XLP",107.00   ,"4/0 AWG   ","I02","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",1.897    ,4.182    ,2.24       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","034","YES","NA8"
"F1CX318508     ","MV90 CUX 3*250 +GND 8KV 100%  ","MV90 3C/250CU+G,115XLP,CTS,PVC","F04",8.000      ,3     ,"XLP",127.00   ,"250 MCM   ","I02","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",2.144    ,4.727    ,2.38       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","034","YES","NA8"
"F1CX318509     ","MV90 CUX 3*300 +GND 8KV 100%  ","MV90 3C/300CU+G,115XLP,CTS,PVC","F04",8.000      ,3     ,"XLP",152.00   ,"300 MCM   ","I02","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",2.451    ,5.404    ,2.49       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","034","YES","NA8"
"F1CX318510     ","MV90 CUX 3*350 +GND 8KV 100%  ","MV90 3C/350CU+G,115XLP,CTS,PVC","F04",8.000      ,3     ,"XLP",177.00   ,"350 MCM   ","I02","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",2.795    ,6.162    ,2.60       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","034","YES","NA8"
"F1CX318512     ","MV90 CUX 3*500 +GND 8KV 100%  ","MV90 3C/500CU+G,115XLP,CTS,PVC","F04",8.000      ,3     ,"XLP",253.00   ,"500 MCM   ","I02","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",3.797    ,8.371    ,2.94       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","034","YES","NA8"
"F1CX318514     ","MV90 CUX 3*750 +GND 8KV 100%  ","MV90 3C/750CU+G,115XLP,CTS,PVC","F04",8.000      ,3     ,"XLP",380.00   ,"750 MCM   ","I02","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",5.089    ,11.219   ,3.36       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","034","YES","NA8"
"F1CX318515     ","MV90 CUX 3*800 +GND 8KV 100%  ","MV90 3C800+G 115XLP, CTS,PVC  ","F04",8.000      ,3     ,"XLP",405.00   ,"800 MCM   ","I02","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",12.048   ,26.561   ,3.45       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","034","YES","NA8"
